Event Start Time ms	Peak Amplitude mV	Interspike Interval ms
4185.799804687500000	-97.826545715332031	3119.200439453125000
4820.700195312500000	-94.600547790527344	634.899719238281250
6881.299804687500000	-94.621482849121094	2060.500244140625000
8821.599609375000000	-96.529899597167969	1940.399658203125000
11900.099609375000000	-104.911964416503910	3078.500000000000000
12973.200195312500000	-95.690826416015625	1073.000122070312500
13764.599609375000000	-97.112380981445312	791.499877929687500
14357.900390625000000	-112.262588500976560	593.300048828125000
16188.599609375000000	-104.004776000976560	1830.699951171875000
16659.599609375000000	-108.243537902832030	471.000000000000000
17921.099609375000000	-107.636474609375000	1261.500000000000000
18350.900390625000000	-105.363845825195310	429.800994873046870
20021.300781250000000	-105.255249023437500	1670.398559570312500
21955.599609375000000	-93.430297851562500	1934.300415039062500
24178.199218750000000	-99.712051391601563	2222.500000000000000
24472.000000000000000	-103.137306213378910	293.900421142578120
25049.300781250000000	-97.931678771972656	577.299072265625000
25472.300781250000000	-93.627494812011719	422.900390625000000
25757.800781250000000	-95.136619567871094	285.599609375000000
26120.500000000000000	-94.118316650390625	362.700958251953120
26614.199218750000000	-100.349708557128910	493.699188232421870
27084.199218750000000	-109.219627380371090	470.000000000000000
30950.400390625000000	-94.195472717285156	3866.201416015625000
31110.300781250000000	-100.022109985351560	159.798934936523440
31292.199218750000000	-101.800926208496090	181.900146484375000
31726.000000000000000	-101.994773864746090	433.900421142578120
31878.000000000000000	-94.518051147460938	151.900390625000000
32831.601562500000000	-99.511207580566406	953.699157714843750
33169.800781250000000	-101.886726379394530	338.199493408203120
34217.500000000000000	-100.628280639648440	1047.698974609375000
34459.199218750000000	-100.128219604492190	241.601547241210940
35120.601562500000000	-94.973152160644531	661.398376464843750
35280.300781250000000	-111.093994140625000	159.801055908203120
35334.500000000000000	-95.838813781738281	54.199001312255859
35677.101562500000000	-98.993400573730469	342.601501464843750
35793.398437500000000	-99.234703063964844	116.199340820312500
36309.601562500000000	-95.555046081542969	516.300659179687500
37129.199218750000000	-96.031219482421875	819.601623535156250
37570.101562500000000	-113.900032043457030	440.898406982421870
37735.199218750000000	-106.099029541015620	165.101608276367190
38478.000000000000000	-105.153083801269530	742.699218750000000
39729.398437500000000	-102.678604125976560	1251.398559570312500
40293.800781250000000	-104.485481262207030	564.402526855468750
40595.300781250000000	-104.716590881347660	301.597656250000000
40921.101562500000000	-99.500381469726563	325.698944091796870
42967.601562500000000	-96.172256469726563	2046.601562500000000
43519.699218750000000	-93.499893188476563	552.101623535156250
44449.101562500000000	-103.930122375488280	929.398376464843750
44901.398437500000000	-110.613700866699220	452.300903320312500
45233.898437500000000	-110.324073791503910	332.500000000000000
47845.199218750000000	-108.787673950195310	2611.300781250000000
48305.300781250000000	-96.905418395996094	460.000244140625000
48462.300781250000000	-99.099952697753906	157.097656250000000
51127.000000000000000	-113.387123107910160	2664.698974609375000
55758.800781250000000	-107.107185363769530	4631.800781250000000
56579.101562500000000	-101.386024475097660	820.198913574218750
57199.699218750000000	-110.642005920410160	620.703186035156250
57611.898437500000000	-100.177795410156250	412.199310302734370
57822.199218750000000	-101.251502990722660	210.199142456054690
58185.601562500000000	-108.476699829101560	363.499969482421870
58390.898437500000000	-105.651603698730470	205.300903320312500
