Event Start Time ms	Peak Amp uV	Time of Peak ms	Time of Antipeak ms	Interspike Interval ms
14904.599609375000000	-106.818206787109370	14905.000000000000000	14904.799804687500000	197.500000000000000
15868.500000000000000	-111.124954223632810	15868.900390625000000	15868.700195312500000	963.900512695312500
16020.200195312500000	-94.023048400878906	16020.599609375000000	16020.400390625000000	151.699218750000000
16254.700195312500000	-100.194236755371090	16255.099609375000000	16254.900390625000000	234.500000000000000
16522.900390625000000	-104.023422241210940	16523.300781250000000	16523.099609375000000	268.201263427734370
16788.300781250000000	-103.605636596679690	16788.599609375000000	16788.500000000000000	265.298950195312500
17408.000000000000000	-102.559669494628910	17408.400390625000000	17408.199218750000000	619.800537109375000
17691.900390625000000	-100.728233337402340	17692.300781250000000	17692.099609375000000	283.900512695312500
17996.000000000000000	-95.241821289062500	17996.400390625000000	17996.199218750000000	304.099487304687500
18217.300781250000000	-99.115859985351563	18217.699218750000000	18217.500000000000000	221.299041748046870
18448.500000000000000	-98.946266174316406	18448.900390625000000	18448.699218750000000	231.200958251953120
18615.300781250000000	-115.671096801757810	18615.699218750000000	18615.500000000000000	166.799041748046870
19258.199218750000000	-91.293022155761719	19258.599609375000000	19258.400390625000000	642.900146484375000
19475.599609375000000	-96.551948547363281	19475.900390625000000	19475.800781250000000	217.300689697265620
19748.400390625000000	-95.564582824707031	19748.800781250000000	19748.599609375000000	272.900604248046880
19946.300781250000000	-102.341728210449220	19946.699218750000000	19946.500000000000000	197.898544311523440
20442.099609375000000	-108.742294311523440	20442.500000000000000	20442.300781250000000	495.800445556640620
20906.400390625000000	-103.188163757324220	20906.800781250000000	20906.599609375000000	464.300994873046870
21631.699218750000000	-114.126434326171870	21632.099609375000000	21631.900390625000000	725.298706054687500
21853.500000000000000	-93.951187133789063	21853.900390625000000	21853.699218750000000	221.800796508789060
22022.300781250000000	-116.546394348144530	22022.699218750000000	22022.500000000000000	168.799041748046870
22231.900390625000000	-109.846275329589840	22232.300781250000000	22232.099609375000000	209.601455688476560
22744.099609375000000	-97.183692932128906	22744.500000000000000	22744.300781250000000	512.198974609375000
22945.400390625000000	-112.386146545410160	22945.800781250000000	22945.599609375000000	201.300994873046870
23778.599609375000000	-111.166763305664060	23779.000000000000000	23778.800781250000000	833.198974609375000
24889.099609375000000	-96.438301086425781	24889.500000000000000	24889.300781250000000	1110.500000000000000
25345.599609375000000	-111.987007141113280	25346.000000000000000	25345.800781250000000	456.500000000000000
25588.900390625000000	-106.466979980468750	25589.300781250000000	25589.099609375000000	243.300994873046880
25970.000000000000000	-111.553321838378910	25970.400390625000000	25970.199218750000000	381.099487304687500
26097.099609375000000	-106.095336914062500	26097.500000000000000	26097.300781250000000	127.099502563476560
26671.800781250000000	-99.801353454589844	26672.099609375000000	26672.000000000000000	574.599914550781250
27234.900390625000000	-99.069908142089844	27235.300781250000000	27235.099609375000000	563.201049804687500
27811.699218750000000	-93.504959106445313	27812.099609375000000	27811.900390625000000	576.798706054687500
28021.099609375000000	-97.883567810058594	28021.400390625000000	28021.300781250000000	209.300689697265620
28228.800781250000000	-99.330879211425781	28229.199218750000000	28229.000000000000000	207.799163818359370
28664.099609375000000	-101.463127136230470	28664.500000000000000	28664.300781250000000	435.300445556640620
29253.400390625000000	-105.458679199218750	29253.800781250000000	29253.599609375000000	589.301025390625000
31110.599609375000000	-114.017532348632810	31111.000000000000000	31110.800781250000000	1857.198974609375000
31334.400390625000000	-99.588676452636719	31334.699218750000000	31334.599609375000000	223.699432373046880
31428.900390625000000	-120.721023559570310	31429.300781250000000	31429.099609375000000	94.601562500000000
31587.099609375000000	-96.901145935058594	31587.500000000000000	31587.300781250000000	158.199005126953120
31745.699218750000000	-109.417282104492190	31746.099609375000000	31745.900390625000000	158.599700927734370
31879.900390625000000	-99.709762573242188	31880.300781250000000	31880.099609375000000	134.201293945312500
31970.099609375000000	-104.503036499023440	31970.400390625000000	31970.300781250000000	90.099388122558594
32158.300781250000000	-102.157821655273440	32158.699218750000000	32158.500000000000000	188.299163818359370
32305.500000000000000	-101.467224121093750	32305.900390625000000	32305.699218750000000	147.200958251953120
32429.900390625000000	-97.943580627441406	32430.199218750000000	32430.099609375000000	124.298934936523440
32617.000000000000000	-106.188430786132810	32617.300781250000000	32617.099609375000000	187.101455688476560
32737.800781250000000	-108.769935607910160	32738.199218750000000	32738.000000000000000	120.898658752441410
32859.699218750000000	-92.314041137695313	32860.101562500000000	32859.898437500000000	121.902107238769530
32920.601562500000000	-102.706092834472660	32921.000000000000000	32920.800781250000000	60.898395538330078
32961.199218750000000	-105.367637634277340	32961.500000000000000	32961.398437500000000	40.500041961669922
33245.398437500000000	-112.915596008300780	33245.800781250000000	33245.601562500000000	284.300872802734370
33361.101562500000000	-103.965629577636720	33361.500000000000000	33361.300781250000000	115.699096679687500
33630.601562500000000	-92.684410095214844	33631.000000000000000	33630.800781250000000	269.500000000000000
33850.800781250000000	-106.903793334960940	33851.199218750000000	33851.000000000000000	220.199493408203120
33887.500000000000000	-104.804931640625000	33887.800781250000000	33887.699218750000000	36.601345062255859
34039.398437500000000	-109.025474548339840	34039.800781250000000	34039.601562500000000	152.000061035156250
34112.300781250000000	-96.579811096191406	34112.699218750000000	34112.500000000000000	72.898590087890625
34147.699218750000000	-99.298141479492188	34148.000000000000000	34147.898437500000000	35.300544738769531
34174.199218750000000	-100.446701049804690	34174.500000000000000	34174.300781250000000	26.500000000000000
34211.601562500000000	-108.303359985351560	34212.000000000000000	34211.800781250000000	37.499958038330078
34248.101562500000000	-106.358390808105470	34248.500000000000000	34248.300781250000000	36.500000000000000
34685.199218750000000	-94.786231994628906	34685.601562500000000	34685.398437500000000	437.101593017578120
34719.601562500000000	-101.195350646972660	34719.898437500000000	34719.800781250000000	34.296833038330078
34828.500000000000000	-111.799354553222660	34828.898437500000000	34828.699218750000000	109.000061035156250
34840.601562500000000	-97.198005676269531	34841.000000000000000	34840.800781250000000	12.101499557495117
34851.699218750000000	-95.132125854492188	34852.000000000000000	34851.898437500000000	11.000043869018555
34898.601562500000000	-99.726493835449219	34898.898437500000000	34898.800781250000000	46.898395538330078
34977.898437500000000	-91.757904052734375	34978.300781250000000	34978.101562500000000	79.402465820312500
34995.000000000000000	-97.805412292480469	34995.398437500000000	34995.199218750000000	17.097593307495117
35056.199218750000000	-113.957679748535160	35056.601562500000000	35056.398437500000000	61.203105926513672
35094.398437500000000	-116.849853515625000	35094.800781250000000	35094.601562500000000	38.199298858642578
35238.300781250000000	-108.302856445312500	35238.699218750000000	35238.500000000000000	143.898590087890620
35339.199218750000000	-99.044769287109375	35339.500000000000000	35339.398437500000000	100.800544738769530
35426.101562500000000	-112.592834472656250	35426.500000000000000	35426.300781250000000	86.999954223632813
35569.300781250000000	-98.377105712890625	35569.601562500000000	35569.500000000000000	143.101837158203120
35596.699218750000000	-120.349777221679690	35597.101562500000000	35596.898437500000000	27.499761581420898
35635.000000000000000	-105.633613586425780	35635.398437500000000	35635.199218750000000	38.296894073486328
35659.000000000000000	-102.940673828125000	35659.300781250000000	35659.101562500000000	23.902343750000000
35760.000000000000000	-116.351638793945310	35760.398437500000000	35760.199218750000000	101.097656250000000
35784.699218750000000	-109.292266845703120	35785.101562500000000	35784.898437500000000	24.703105926513672
35804.601562500000000	-104.634300231933590	35805.000000000000000	35804.800781250000000	19.898393630981445
35860.199218750000000	-101.014335632324220	35860.601562500000000	35860.398437500000000	55.601604461669922
35897.300781250000000	-120.312141418457030	35897.699218750000000	35897.500000000000000	37.097892761230469
36007.800781250000000	-92.875289916992188	36008.199218750000000	36008.000000000000000	110.500000000000000
36033.898437500000000	-119.073059082031250	36034.300781250000000	36034.101562500000000	26.101406097412109
36052.199218750000000	-108.928588867187500	36052.601562500000000	36052.398437500000000	18.300699234008789
36111.000000000000000	-116.399093627929690	36111.398437500000000	36111.199218750000000	58.796894073486328
36201.601562500000000	-112.440734863281250	36202.000000000000000	36201.800781250000000	90.601501464843750
36284.000000000000000	-94.076126098632813	36284.398437500000000	36284.199218750000000	82.398498535156250
36368.800781250000000	-99.863334655761719	36369.199218750000000	36369.000000000000000	84.801002502441406
36492.601562500000000	-99.019859313964844	36493.000000000000000	36492.800781250000000	123.800498962402340
36523.199218750000000	-106.256874084472660	36523.500000000000000	36523.300781250000000	30.500043869018555
36550.500000000000000	-114.191505432128910	36550.898437500000000	36550.699218750000000	27.398456573486328
36570.699218750000000	-110.157844543457030	36571.101562500000000	36570.898437500000000	20.203105926513672
36700.500000000000000	-110.905815124511720	36700.898437500000000	36700.699218750000000	129.796890258789060
36737.199218750000000	-117.454521179199220	36737.601562500000000	36737.398437500000000	36.703105926513672
36794.300781250000000	-105.593666076660160	36794.601562500000000	36794.500000000000000	57.000236511230469
36829.601562500000000	-114.405982971191410	36830.000000000000000	36829.800781250000000	35.398155212402344
36860.699218750000000	-112.251274108886720	36861.101562500000000	36860.898437500000000	31.101606369018555
36909.898437500000000	-111.175849914550780	36910.300781250000000	36910.101562500000000	49.199298858642578
36984.699218750000000	-93.780616760253906	36985.000000000000000	36984.898437500000000	74.699134826660156
37030.199218750000000	-101.833885192871090	37030.500000000000000	37030.398437500000000	45.500000000000000
37054.300781250000000	-109.715522766113280	37054.699218750000000	37054.500000000000000	24.199457168579102
37101.699218750000000	-95.035568237304688	37102.101562500000000	37101.898437500000000	47.402107238769531
37120.699218750000000	-108.587921142578130	37121.000000000000000	37120.898437500000000	18.898437500000000
37174.800781250000000	-117.680824279785160	37175.199218750000000	37175.000000000000000	54.199455261230469
37196.800781250000000	-112.321456909179690	37197.199218750000000	37197.000000000000000	22.000000000000000
37225.398437500000000	-106.173080444335940	37225.800781250000000	37225.601562500000000	28.601406097412109
37257.699218750000000	-94.212226867675781	37258.101562500000000	37257.898437500000000	32.300701141357422
37286.398437500000000	-92.883102416992188	37286.699218750000000	37286.601562500000000	28.597738265991211
37340.398437500000000	-116.666221618652340	37340.800781250000000	37340.601562500000000	54.101562500000000
37351.699218750000000	-94.022476196289062	37352.101562500000000	37351.898437500000000	11.300700187683105
37398.699218750000000	-113.783546447753910	37399.101562500000000	37398.898437500000000	47.000000000000000
37485.898437500000000	-95.832115173339844	37486.300781250000000	37486.101562500000000	87.199302673339844
37532.199218750000000	-116.513206481933590	37532.601562500000000	37532.398437500000000	46.300701141357422
37548.699218750000000	-97.722572326660156	37549.000000000000000	37548.898437500000000	16.398437500000000
37561.101562500000000	-105.963706970214840	37561.500000000000000	37561.300781250000000	12.499956130981445
37570.800781250000000	-106.075050354003910	37571.199218750000000	37571.000000000000000	9.699500083923340
37611.101562500000000	-96.290336608886719	37611.500000000000000	37611.300781250000000	40.300498962402344
37670.898437500000000	-100.016921997070310	37671.300781250000000	37671.101562500000000	59.800907135009766
37681.101562500000000	-102.095100402832030	37681.500000000000000	37681.300781250000000	10.199093818664551
37696.601562500000000	-92.854263305664063	37696.898437500000000	37696.800781250000000	15.398437500000000
37709.898437500000000	-96.292892456054687	37710.300781250000000	37710.101562500000000	13.402468681335449
37734.800781250000000	-95.237419128417969	37735.199218750000000	37735.000000000000000	24.898593902587891
37760.800781250000000	-98.375282287597656	37761.199218750000000	37761.000000000000000	26.000000000000000
37775.699218750000000	-100.551506042480470	37776.101562500000000	37775.898437500000000	14.902106285095215
37818.300781250000000	-115.440689086914060	37818.699218750000000	37818.500000000000000	42.597892761230469
37908.800781250000000	-94.379135131835938	37909.199218750000000	37909.000000000000000	90.500000000000000
37928.199218750000000	-111.491714477539060	37928.601562500000000	37928.398437500000000	19.402105331420898
37971.699218750000000	-121.725196838378910	37972.101562500000000	37971.898437500000000	43.500000000000000
37996.699218750000000	-100.200431823730470	37997.101562500000000	37996.898437500000000	25.000000000000000
38009.601562500000000	-113.041717529296870	38010.000000000000000	38009.800781250000000	12.898393630981445
38024.699218750000000	-94.566886901855469	38025.000000000000000	38024.898437500000000	15.000043869018555
38045.898437500000000	-96.189147949218750	38046.300781250000000	38046.000000000000000	21.300863265991211
38084.800781250000000	-96.928367614746094	38085.101562500000000	38085.000000000000000	38.800937652587891
38103.800781250000000	-97.287567138671875	38104.199218750000000	38104.000000000000000	19.097656250000000
38139.199218750000000	-96.584953308105469	38139.601562500000000	38139.398437500000000	35.402107238769531
38160.800781250000000	-104.202766418457030	38161.199218750000000	38161.000000000000000	21.597894668579102
38212.601562500000000	-110.875564575195310	38212.898437500000000	38212.800781250000000	51.698936462402344
38230.398437500000000	-96.560997009277344	38230.800781250000000	38230.601562500000000	17.902469635009766
38317.898437500000000	-97.823493957519531	38318.300781250000000	38318.101562500000000	87.500000000000000
38343.898437500000000	-114.935646057128910	38344.300781250000000	38344.101562500000000	26.000000000000000
38358.601562500000000	-110.976928710937500	38359.000000000000000	38358.800781250000000	14.699093818664551
38420.199218750000000	-102.517288208007810	38420.601562500000000	38420.398437500000000	61.601604461669922
38464.800781250000000	-117.030776977539060	38465.199218750000000	38465.000000000000000	44.597892761230469
38481.199218750000000	-117.585166931152340	38481.601562500000000	38481.398437500000000	16.402105331420898
38512.300781250000000	-97.729949951171875	38512.699218750000000	38512.500000000000000	31.097894668579102
38531.101562500000000	-115.553009033203120	38531.500000000000000	38531.300781250000000	18.800500869750977
38573.300781250000000	-99.704185485839844	38573.699218750000000	38573.500000000000000	42.199501037597656
38643.398437500000000	-101.802673339843750	38643.699218750000000	38643.601562500000000	69.999847412109375
38662.800781250000000	-113.936843872070310	38663.199218750000000	38663.000000000000000	19.500156402587891
38682.101562500000000	-106.886215209960940	38682.398437500000000	38682.199218750000000	19.198938369750977
38730.699218750000000	-100.931175231933590	38731.000000000000000	38730.898437500000000	48.601604461669922
38745.699218750000000	-122.084175109863280	38746.101562500000000	38745.898437500000000	15.101562500000000
38790.000000000000000	-114.930603027343750	38790.398437500000000	38790.199218750000000	44.296894073486328
38822.800781250000000	-95.951080322265625	38823.199218750000000	38823.000000000000000	32.800998687744141
38838.800781250000000	-106.864555358886720	38839.199218750000000	38839.000000000000000	16.000000000000000
38860.699218750000000	-116.101951599121090	38861.101562500000000	38860.898437500000000	21.902105331420898
38883.101562500000000	-98.278129577636719	38883.500000000000000	38883.300781250000000	22.398393630981445
38919.500000000000000	-100.495552062988280	38919.800781250000000	38919.601562500000000	36.300842285156250
38994.199218750000000	-108.429176330566410	38994.601562500000000	38994.398437500000000	74.800765991210938
39010.300781250000000	-94.822738647460938	39010.601562500000000	39010.500000000000000	16.000238418579102
39094.800781250000000	-100.479125976562500	39095.199218750000000	39095.000000000000000	84.597656250000000
39125.101562500000000	-107.418739318847660	39125.500000000000000	39125.300781250000000	30.300500869750977
39202.898437500000000	-98.406356811523438	39203.300781250000000	39203.101562500000000	77.800903320312500
39224.898437500000000	-110.461387634277340	39225.300781250000000	39225.101562500000000	22.000000000000000
39237.800781250000000	-100.116180419921870	39238.199218750000000	39238.000000000000000	12.898593902587891
39266.398437500000000	-106.098770141601560	39266.699218750000000	39266.500000000000000	28.499843597412109
39321.199218750000000	-112.201927185058590	39321.601562500000000	39321.398437500000000	54.902263641357422
39342.101562500000000	-107.060913085937500	39342.500000000000000	39342.300781250000000	20.898393630981445
39479.500000000000000	-105.390411376953120	39479.898437500000000	39479.699218750000000	137.398498535156250
39512.800781250000000	-101.267074584960940	39513.199218750000000	39513.000000000000000	33.300998687744141
39580.800781250000000	-94.981155395507813	39581.199218750000000	39581.000000000000000	68.000000000000000
39588.898437500000000	-99.994445800781250	39589.300781250000000	39589.101562500000000	8.101406097412109
39646.699218750000000	-111.434906005859370	39647.101562500000000	39646.898437500000000	57.800701141357422
39708.601562500000000	-116.668563842773440	39709.000000000000000	39708.800781250000000	61.898395538330078
39740.699218750000000	-104.685653686523440	39741.101562500000000	39740.898437500000000	32.101604461669922
39761.800781250000000	-108.220535278320310	39762.199218750000000	39762.000000000000000	21.097894668579102
39801.699218750000000	-102.190139770507810	39802.101562500000000	39801.898437500000000	39.902107238769531
39813.601562500000000	-97.993064880371094	39814.000000000000000	39813.800781250000000	11.898393630981445
39825.500000000000000	-109.049194335937500	39825.898437500000000	39825.699218750000000	11.898500442504883
39837.199218750000000	-104.113975524902340	39837.601562500000000	39837.398437500000000	11.703105926513672
39869.500000000000000	-118.365447998046870	39869.898437500000000	39869.699218750000000	32.296894073486328
39900.300781250000000	-113.421394348144530	39900.699218750000000	39900.500000000000000	30.801000595092773
39921.601562500000000	-99.747711181640625	39921.898437500000000	39921.800781250000000	21.198938369750977
39956.800781250000000	-97.638031005859375	39957.199218750000000	39957.000000000000000	35.301063537597656
39973.000000000000000	-114.165985107421870	39973.398437500000000	39973.199218750000000	16.198999404907227
40036.699218750000000	-107.802040100097660	40037.000000000000000	40036.800781250000000	63.601543426513672
40080.300781250000000	-104.641014099121090	40080.699218750000000	40080.500000000000000	43.699455261230469
40096.199218750000000	-96.584861755371094	40096.601562500000000	40096.398437500000000	15.902106285095215
40113.800781250000000	-106.349510192871090	40114.199218750000000	40114.000000000000000	17.597894668579102
40126.898437500000000	-115.185760498046870	40127.300781250000000	40127.101562500000000	13.101406097412109
40163.699218750000000	-117.851974487304690	40164.101562500000000	40163.898437500000000	36.800701141357422
40176.398437500000000	-103.833671569824220	40176.800781250000000	40176.601562500000000	12.699299812316895
40202.800781250000000	-110.145187377929690	40203.199218750000000	40203.000000000000000	26.398593902587891
40219.500000000000000	-96.632385253906250	40219.800781250000000	40219.699218750000000	16.601343154907227
40241.500000000000000	-94.502731323242188	40241.898437500000000	40241.699218750000000	22.097656250000000
40314.500000000000000	-116.057334899902340	40314.898437500000000	40314.699218750000000	73.000000000000000
40328.898437500000000	-99.061012268066406	40329.300781250000000	40329.101562500000000	14.402406692504883
40363.699218750000000	-105.287849426269530	40364.101562500000000	40363.898437500000000	34.800701141357422
40396.898437500000000	-99.324409484863281	40397.300781250000000	40397.101562500000000	33.199298858642578
40416.000000000000000	-94.646926879882813	40416.398437500000000	40416.199218750000000	19.097593307495117
40499.699218750000000	-100.183593750000000	40500.101562500000000	40499.898437500000000	83.703109741210938
40516.398437500000000	-92.830856323242187	40516.800781250000000	40516.601562500000000	16.699300765991211
40548.800781250000000	-112.319305419921870	40549.199218750000000	40549.000000000000000	32.398593902587891
40636.199218750000000	-117.641387939453120	40636.601562500000000	40636.398437500000000	87.402107238769531
40651.601562500000000	-112.763595581054690	40652.000000000000000	40651.800781250000000	15.398393630981445
40668.398437500000000	-95.475044250488281	40668.699218750000000	40668.500000000000000	16.699344635009766
40700.300781250000000	-101.189353942871090	40700.601562500000000	40700.500000000000000	31.902500152587891
40792.500000000000000	-98.678939819335938	40792.898437500000000	40792.699218750000000	92.296653747558594
40824.000000000000000	-103.196983337402340	40824.300781250000000	40824.101562500000000	31.402343750000000
40836.898437500000000	-103.704193115234370	40837.199218750000000	40837.000000000000000	12.898500442504883
40897.500000000000000	-97.905204772949219	40897.898437500000000	40897.699218750000000	60.699157714843750
40950.101562500000000	-103.660667419433590	40950.500000000000000	40950.300781250000000	52.601501464843750
40996.601562500000000	-121.209800720214840	40997.000000000000000	40996.800781250000000	46.500000000000000
41040.199218750000000	-97.582893371582031	41040.601562500000000	41040.398437500000000	43.601604461669922
41071.000000000000000	-100.083152770996090	41071.300781250000000	41071.101562500000000	30.699237823486328
41200.398437500000000	-119.665000915527340	41200.800781250000000	41200.601562500000000	129.500061035156250
41215.000000000000000	-106.384162902832030	41215.398437500000000	41215.199218750000000	14.597593307495117
41275.500000000000000	-96.822967529296875	41275.898437500000000	41275.699218750000000	60.500000000000000
41371.601562500000000	-109.445495605468750	41372.000000000000000	41371.800781250000000	96.101501464843750
41380.800781250000000	-99.412551879882813	41381.199218750000000	41381.000000000000000	9.199500083923340
41417.000000000000000	-104.715820312500000	41417.300781250000000	41417.101562500000000	36.101345062255859
41454.699218750000000	-102.533401489257810	41455.000000000000000	41454.800781250000000	37.699199676513672
41487.300781250000000	-97.055999755859375	41487.699218750000000	41487.500000000000000	32.699455261230469
41515.500000000000000	-110.017356872558590	41515.898437500000000	41515.699218750000000	28.198999404907227
41553.000000000000000	-109.256080627441410	41553.398437500000000	41553.199218750000000	37.500000000000000
41567.699218750000000	-97.370727539062500	41568.101562500000000	41567.898437500000000	14.703105926513672
41618.398437500000000	-99.187271118164063	41618.800781250000000	41618.601562500000000	50.699298858642578
41655.199218750000000	-99.345771789550781	41655.500000000000000	41655.300781250000000	36.699138641357422
41695.699218750000000	-103.583419799804690	41696.000000000000000	41695.800781250000000	40.500000000000000
41709.300781250000000	-112.183349609375000	41709.699218750000000	41709.500000000000000	13.699456214904785
41724.800781250000000	-111.880485534667970	41725.199218750000000	41725.000000000000000	15.500000000000000
41739.800781250000000	-117.547607421875000	41740.199218750000000	41740.000000000000000	15.000000000000000
41753.500000000000000	-105.615791320800780	41753.898437500000000	41753.699218750000000	13.699000358581543
41783.398437500000000	-98.318405151367188	41783.800781250000000	41783.500000000000000	29.902406692504883
41826.398437500000000	-100.992675781250000	41826.699218750000000	41826.500000000000000	42.898437500000000
41894.500000000000000	-104.133110046386720	41894.898437500000000	41894.699218750000000	68.199157714843750
41909.101562500000000	-104.323226928710940	41909.500000000000000	41909.300781250000000	14.601499557495117
41919.101562500000000	-114.677947998046870	41919.500000000000000	41919.300781250000000	10.000000000000000
41948.101562500000000	-105.702064514160160	41948.500000000000000	41948.300781250000000	29.000000000000000
41986.398437500000000	-102.568099975585940	41986.699218750000000	41986.500000000000000	38.199344635009766
42008.699218750000000	-105.678657531738280	42009.000000000000000	42008.800781250000000	22.300699234008789
42047.898437500000000	-99.179496765136719	42048.300781250000000	42048.101562500000000	39.300861358642578
42180.398437500000000	-111.781051635742190	42180.800781250000000	42180.601562500000000	132.500000000000000
42196.300781250000000	-114.524971008300780	42196.699218750000000	42196.500000000000000	15.898593902587891
42234.699218750000000	-98.481735229492188	42235.101562500000000	42234.898437500000000	38.402107238769531
42247.699218750000000	-118.234619140625000	42248.101562500000000	42247.898437500000000	13.000000000000000
42264.601562500000000	-102.888778686523440	42265.000000000000000	42264.800781250000000	16.898393630981445
42333.199218750000000	-99.959518432617188	42333.500000000000000	42333.300781250000000	68.500045776367187
42346.601562500000000	-98.842300415039063	42347.000000000000000	42346.800781250000000	13.499956130981445
42381.699218750000000	-114.843681335449220	42382.101562500000000	42381.898437500000000	35.101604461669922
42399.398437500000000	-101.439529418945310	42399.800781250000000	42399.601562500000000	17.699300765991211
42414.300781250000000	-106.344940185546870	42414.699218750000000	42414.500000000000000	14.898593902587891
42445.898437500000000	-103.984306335449220	42446.300781250000000	42446.101562500000000	31.601406097412109
42468.898437500000000	-96.072998046875000	42469.300781250000000	42469.101562500000000	23.000000000000000
42521.699218750000000	-93.152122497558594	42522.101562500000000	42521.898437500000000	52.800701141357422
42618.601562500000000	-106.051971435546870	42618.898437500000000	42618.800781250000000	96.796829223632812
42638.601562500000000	-115.230751037597660	42639.000000000000000	42638.800781250000000	20.101562500000000
42646.898437500000000	-104.980781555175780	42647.300781250000000	42647.101562500000000	8.300906181335449
42660.500000000000000	-106.193214416503910	42660.898437500000000	42660.699218750000000	13.597593307495117
42699.800781250000000	-114.783996582031250	42700.199218750000000	42700.000000000000000	39.300998687744141
42745.199218750000000	-104.552230834960940	42745.500000000000000	42745.300781250000000	45.300544738769531
42760.398437500000000	-109.697731018066410	42760.800781250000000	42760.601562500000000	15.300862312316895
42787.398437500000000	-112.087699890136720	42787.800781250000000	42787.601562500000000	27.000000000000000
42822.101562500000000	-105.778144836425780	42822.500000000000000	42822.300781250000000	34.699092864990234
42852.300781250000000	-109.954414367675780	42852.699218750000000	42852.500000000000000	30.199499130249023
42877.800781250000000	-123.255943298339840	42878.199218750000000	42877.898437500000000	25.500000000000000
42899.500000000000000	-98.552894592285156	42899.898437500000000	42899.699218750000000	21.698999404907227
42927.699218750000000	-97.238098144531250	42928.101562500000000	42927.898437500000000	28.203105926513672
42960.699218750000000	-97.244804382324219	42961.101562500000000	42960.800781250000000	33.000000000000000
42996.000000000000000	-97.272499084472656	42996.398437500000000	42996.199218750000000	35.296894073486328
43021.898437500000000	-105.036621093750000	43022.199218750000000	43022.000000000000000	25.800844192504883
43079.699218750000000	-115.569999694824220	43080.101562500000000	43079.898437500000000	57.902263641357422
43104.300781250000000	-94.112258911132813	43104.699218750000000	43104.500000000000000	24.597894668579102
43121.101562500000000	-96.558700561523438	43121.398437500000000	43121.300781250000000	16.698938369750977
43199.300781250000000	-103.718597412109370	43199.699218750000000	43199.500000000000000	78.301063537597656
43220.800781250000000	-98.007492065429687	43221.199218750000000	43221.000000000000000	21.500000000000000
43257.500000000000000	-95.860778808593750	43257.898437500000000	43257.699218750000000	36.699001312255859
43283.300781250000000	-95.668113708496094	43283.601562500000000	43283.500000000000000	25.703344345092773
43298.699218750000000	-109.949539184570310	43299.101562500000000	43298.898437500000000	15.499762535095215
43356.398437500000000	-108.093421936035160	43356.699218750000000	43356.500000000000000	57.597736358642578
